DOI,,,,,Metal_1,Metal_2,Metal_3,Sample Name,Metal_1_Amount,Metal_2_Amount,Metal_3_Amount,Metal_1_Proportion,Metal_2_Proportion,Metal_3_Proportion,Hydrothermal Temp degree,Hydrothermal Time min,Hydrothermal Strring,Strong Reductant in liquid,Weak Reductant in liquid,Mixed in solid or liquired,Acid wash or not,Annealing Temp degree,Annealing Rising Rtae degree min-1,Annealing Time min,Annealing Stirring,Annealing Inert,Annealing Reductive,Proton Concentration M,Catalyst_Loading mg cm -2,Support Material Loading mg cm -2,support not carbon,Glassy Carbon_0/Carbon Paper_1,Scanning Speed mV s-1,O2 saturated/1 for yes,Overpotential mV @10 mA cm-2 (raw),Overpotential mV @10 mA cm-2,,
10.1016/j.joule.2021.05.018,,,,,Mn,Ir,None,Ir-MnO2-1.01,0.515572917,0.018363636,0,96.56070815,3.439291852,0,25,2880,1,0,0,0,0,220,,360,0,0,0,1,4,0,0,1,1,0,273.1752,273 ,,
10.1016/j.joule.2021.05.018,,,,,Mn,Ir,None,Ir-MnO2-2.15,0.509635417,0.039090909,0,92.87606458,7.123935422,0,25,2880,1,0,0,0,0,220,,360,0,0,0,1,4,0,0,1,1,0,252.72807,253 ,,
10.1016/j.joule.2021.05.018,,,,,Mn,Ir,None,Ir-MnO2-5.13,0.494114583,0.093272727,0,84.12074528,15.87925472,0,25,2880,1,0,0,0,0,220,,360,0,0,0,1,4,0,0,1,1,0,222.11265,222 ,,
10.1016/j.joule.2021.05.018,,,,,Mn,Ir,None,Ir-MnO2-11.83,0.45921875,0.215090909,0,68.10205724,31.89794276,0,25,2880,1,0,0,0,0,220,,360,0,0,0,1,4,0,0,1,1,0,241.60581,242 ,,
10.1016/j.joule.2021.05.018,,,,,Mn,Ir,None,Ir-MnO2-16.52,0.434791667,0.300363636,0,59.14283212,40.85716788,0,25,2880,1,0,0,0,0,220,,360,0,0,0,1,4,0,0,1,1,0,252.32296,252 ,,
10.1016/j.joule.2021.05.018,,,,,Mn,Ir,None,Ir-MnO2-18.79,0.42296875,0.341636364,0,55.31858765,44.68141235,0,25,2880,1,0,0,0,0,220,,360,0,0,0,1,4,0,0,1,1,0,263.07298,263 ,,
10.1002/aenm.201903038,,,,,Cu,Rh,None,RhCu NW-1,59.8,41.2,0,59.20792079,40.79207921,0,180,240,1,0,1,0,1,200,,240,0,1,0,1,0.1528662,0.1528662,0,0,5,0,391.02908,391 ,,
10.1002/aenm.201903038,,,,,Rh,Cu,None,RhCu NW-2,66.3,33.7,0,66.3,33.7,0,180,240,1,0,1,0,1,200,,240,0,1,0,1,0.1528662,0.1528662,0,0,5,0,375.19267,375 ,,
10.1002/aenm.201903038,,,,,Rh,Cu,None,RhCu NTs,76.26,23.74,0,76.26,23.74,0,180,240,1,0,1,0,1,200,,240,0,1,0,1,0.1528662,0.1528662,0,0,5,0,339.64874,340 ,,
10.1039/D1TA00158B,,,,,Ir,None,None,IrO 2 -BN-rGO,1,0,0,100,0,0,150,240,0,0,0,0,0,250,0,0,0,0,0,1,0.14,1.11,0,0,5,0,299,299 ,,
10.1038/s41467-020-18064-w,,,,,Ir,None,None,Ir-NSG,1,0,0,100,0,0,25,,1,0,0,1,0,800,2.5,60,0,1,0,0.1,0.02502,0.27498,0,0,1,0,264,264 ,,
10.1016/j.jallcom.2016.11.240,,,,,Ir,Sb,None,C0-ISS,10,10,0,50,50,0,80,5,0,0,0,0,0,550,10,5,0,0,0,1,2,0,0,1,5,1,420.19427,420 ,,
10.1016/j.jallcom.2016.11.240,,,,,Sb,Ir,Co,C3-ISS,10,7,3,50,35,15,80,5,0,0,0,0,0,550,10,5,0,0,0,1,2,0,0,1,5,1,432.63027,433 ,,
10.1016/j.jallcom.2016.11.240,,,,,Sb,Ir,Co,C5-ISS,10,5,5,50,25,25,80,5,0,0,0,0,0,550,10,5,0,0,0,1,2,0,0,1,5,1,409.64646,410 ,,
10.1016/j.jallcom.2016.11.240,,,,,Sb,Co,Ir,C7-ISS,10,7,3,50,35,15,80,5,0,0,0,0,0,550,10,5,0,0,0,1,2,0,0,1,5,1,416.54811,417 ,,
10.1002/smll.202108031,,,,,Ru,Ir,None,Ru2@Ir1-O,2,1,0,66.66666667,33.33333333,0,80,600,0,0,0,0,0,600,5,120,0,0,1,1,0.35,0.3577,0,0,10,1,250.72092,251 ,,
10.1002/smll.202108031,,,,,Ru,Ir,None,Ru@Ir-O,1,1,0,50,50,0,80,600,0,0,0,0,0,600,5,120,0,0,1,1,0.35,0.3619,0,0,10,1,241.49595,241 ,,
10.1002/smll.202108031,,,,,Ir,Ru,None,Ru1@Ir2-O,2,1,0,66.66666667,33.33333333,0,80,600,0,0,0,0,0,600,5,120,0,0,1,1,0.35,0.35105,0,0,10,1,259.94589,260 ,,
10.1002/smll.202108031,,,,,Ir,None,None,Ir,1,0,0,100,0,0,80,600,0,0,0,0,0,600,5,120,0,0,1,1,0.35,0.36785,0,0,10,1,316.68579,317 ,,
10.1039/c8ta09534e,,,,,S,Ni,Fe,P-NSC/Ni4Fe5S8,0.7633587,0.005999036,0.004030494,98.70317008,0.775682289,0.521147635,25,120,0,0,0,0,0,1000,,120,0,1,0,1,0.4,0,0,0,2,,547,547 ,,
10.1021/acsaem.9b00658,,,,,Sr,Ir,None,Sr4IrO6,4,1,0,80,20,0,25,,1,0,0,1,0,1200,3,30,0,0,0,0.1,0.266666667,0.4,0,0,,,287,287 ,,
10.1021/acsaem.9b00658,,,,,Sr,Ir,None,Sr2IrO4,2,1,0,66.66666667,33.33333333,0,25,,1,0,0,1,0,1200,3,30,0,0,0,0.1,0.18,0.72,0,0,,,286,286 ,,
10.1021/acsaem.9b00658,,,,,Sr,Ir,None,SrIrO3,1,1,0,50,50,0,25,,1,0,0,1,0,900,3,720,0,0,0,0.1,0.136666667,0.546666667,0,0,,,353,353 ,,
10.1021/acsaem.9b00658,,,,,Ir,None,None,IrOx-Mill,1,0,0,100,0,0,25,,1,0,0,1,0,900,3,720,0,0,0,0.1,0.093333333,0.373333333,0,0,,,396,396 ,,
10.1021/acsaem.9b00658,,,,,Sr,Ir,None,Sr4IrO6,4,1,0,80,20,0,25,,1,0,0,1,0,1200,3,30,0,0,0,1,0.266666667,0.4,0,0,,,342,342 ,,
10.1021/acsaem.9b00658,,,,,Sr,Ir,None,Sr2IrO4,2,1,0,66.66666667,33.33333333,0,25,,1,0,0,1,0,1200,3,30,0,0,0,1,0.18,0.72,0,0,,,291,291 ,,
10.1021/acsaem.9b00658,,,,,Sr,Ir,None,SrIrO3,1,1,0,50,50,0,25,,1,0,0,1,0,900,3,720,0,0,0,1,0.136666667,0.546666667,0,0,,,378,378 ,,
10.1021/acsaem.9b00658,,,,,Ir,None,None,IrOx-Mill,1,0,0,100,0,0,25,,1,0,0,1,0,900,3,720,0,0,0,1,0.093333333,0.373333333,0,0,,,442,442 ,,
10.1021/jacs.8b09402,,,,,Ru,Pd,None,Pd-Ru Branched,0.05,0.0065,0,88.49557522,11.50442478,0,135,1200,1,0,1,0,0,25,0,0,0,0,1,0.1,0.407643312,0,0,0,,,225,225 ,,
10.1039/C8CC02008F,,,,,Ir,Mn,None,Ir0.9Mn0.1,9,1,0,90,10,0,220,720,0,0,0,0,0,400,,720,0,0,0,0.1,0.2,0,0,1,10,1,318,318 ,,
10.1039/C8CC02008F,,,,,Ir,Mn,None,Ir0.8Mn0.2,8,2,0,80,20,0,220,720,0,0,0,0,0,400,,720,0,0,0,0.1,0.2,0,0,1,10,1,309,309 ,,
10.1039/C8CC02008F,,,,,Ir,Mn,None,Ir0.7Mn0.3,7,3,0,70,30,0,220,720,0,0,0,0,0,400,,720,0,0,0,0.1,0.2,0,0,1,10,1,323,323 ,,
10.1039/C8CC02008F,,,,,Ir,Mn,None,Ir0.6Mn0.4,6,4,0,60,40,0,220,720,0,0,0,0,0,400,,720,0,0,0,0.1,0.2,0,0,1,10,1,302,302 ,,
10.1039/C8CC02008F,,,,,Mn,Ir,None,Ir0.4Mn0.6,6,4,0,60,40,0,220,720,0,0,0,0,0,400,,720,0,0,0,0.1,0.2,0,0,1,10,1,286,286 ,,
10.1039/C8CC02008F,,,,,Mn,Ir,None,Ir0.3Mn0.7,7,3,0,70,30,0,220,720,0,0,0,0,0,400,,720,0,0,0,0.1,0.2,0,0,1,10,1,292,292 ,,
10.1039/C6TA03011D,,,,,Mn,Ir,None,Cryptomelane(Ir),0.8,0.1134,0,87.58484782,12.41515218,0,200,480,0,0,0,0,0,200,,480,0,0,0,0.1,0.2,0,0,1,0.1,,340,340 ,,
10.1016/j.jcat.2019.01.018,,,,,Ir,None,None,50nm IrPPs,1,0,0,100,0,0,200,120,0,0,1,0,0,25,0,0,0,0,0,1,0.05,0,0,0,10,1,264,264 ,,
10.1016/j.jcat.2019.01.018,,,,,Ir,None,None,2nm Ir NPs,1,0,0,100,0,0,25,240,1,0,1,0,0,25,0,0,0,0,0,1,0.05,0,0,0,10,1,287.5,288 ,,
10.1039/D1QM00845E,,,,,Ti,Ir,None,IrO2/TiN1+X,0.000969619,0.000196584,0,83.14321322,16.85678678,0,80,360,1,0,0,0,0,400,5,60,0,0,0,1,0.035258784,0.090872892,1,0,,0,236,236 ,,
10.1039/C7TA05126C,,,,,Ir,Ru,None,IrO2-RuO2@Ru (1:1),1,1,0,50,50,0,80,60,1,1,0,0,0,450,,60,0,0,0,1,0.379,0,0,0,5,0,312,312 ,,
10.1039/C7TA05126C,,,,,Ir,Ru,None,IrO2-RuO2@Ru (2:1),2,1,0,66.66666667,33.33333333,0,80,60,1,1,0,0,0,450,,60,0,0,0,1,0.379,0,0,0,5,0,299,299 ,,
10.1039/C7TA05126C,,,,,Ir,Ru,None,IrO2-RuO2@Ru (3:1),3,1,0,75,25,0,80,60,1,1,0,0,0,450,,60,0,0,0,1,0.379,0,0,0,5,0,281,281 ,,
10.1039/C7TA05126C,,,,,Ir,Ru,None,IrO2-RuO2@Ru (4:1),4,1,0,80,20,0,80,60,1,1,0,0,0,450,,60,0,0,0,1,0.379,0,0,0,5,0,301,301 ,,
10.1039/C7TA05126C,,,,,Ir,None,None,IrO2,1,0,0,100,0,0,25,10,1,1,0,0,0,450,,60,0,0,0,1,0.379,0,0,0,5,0,317,317 ,,
10.1039/C7TA05126C,,,,,Ir,Ru,None,Ir3RuO2,3,1,0,75,25,0,25,10,1,1,0,0,0,450,,60,0,0,0,1,0.379,0,0,0,5,0,293,293 ,,
10.1039/C7TA05126C,,,,,Ir,Ru,None,IrO2-RuO2@Ru (3:1),3,1,0,75,25,0,80,60,1,1,0,0,0,450,,60,0,0,0,1,0.279,0,0,0,5,0,291,291 ,,
10.1039/C7TA05126C,,,,,Ir,Ru,None,IrO2-RuO2@Ru (3:1),3,1,0,75,25,0,80,60,1,1,0,0,0,450,,60,0,0,0,1,0.179,0,0,0,5,0,304,304 ,,
10.1039/C7TA05126C,,,,,Ir,Ru,None,IrO2-RuO2@Ru (3:1),3,1,0,75,25,0,80,60,1,1,0,0,0,450,,60,0,0,0,1,0.1,0,0,0,5,0,316,316 ,,
10.1039/C7TA05126C,,,,,Ir,Ru,None,IrO2-RuO2@Ru (3:1),3,1,0,75,25,0,80,60,1,1,0,0,0,450,,60,0,0,0,1,0.079,0,0,0,5,0,324,324 ,,
10.1021/acsaem.9b01459,,,,,Ru,None,None,Ru,1,0,0,100,0,0,190,720,0,0,1,0,0,300,5,120,0,0,0,1,0.0135,0,0,1,10,,431,431 ,,
10.1021/acsaem.9b01459,,,,,Ru,Cu,None,RuCu,1,1,0,50,50,0,190,720,0,0,1,0,0,300,5,120,0,0,0,1,0.0135,0,0,1,10,,270,270 ,,
10.1002/ange.201806300,,,,,Ru,Au,None,Au-Ru branched,0.05,0.025,0,66.66666667,33.33333333,0,140,1200,0,0,1,0,0,25,0,0,0,0,1,0.1,0.4076433,0,0,0,50,,220,220 ,,
10.1038/s41467-020-19212-y,,,,,Ru,W,None,Ru0.9W0.1,9,1,0,90,10,0,80,720,0,0,0,0,0,400,5,120,0,0,0,1,0.33,0,0,1,5,1,223.60721,224 ,,
10.1038/s41467-020-19212-y,,,,,Ru,W,None,Ru0.8W0.2,8,2,0,80,20,0,80,720,0,0,0,0,0,400,5,120,0,0,0,1,0.33,0,0,1,5,1,212.95716,213 ,,
10.1038/s41467-020-19212-y,,,,,Ru,W,None,Ru0.7W0.3,7,3,0,70,30,0,80,720,0,0,0,0,0,400,5,120,0,0,0,1,0.33,0,0,1,5,1,213.15622,213 ,,
10.1038/s41467-020-19212-y,,,,,Ru,Er,None,Ru0.9Er0.1,9,1,0,90,10,0,80,720,0,0,0,0,0,400,5,120,0,0,0,1,0.33,0,0,1,5,1,192.75193,193 ,,
10.1038/s41467-020-19212-y,,,,,Ru,W,Er,Ru0.7W0.2Er0.1,7,2,1,70,20,10,80,720,0,0,0,0,0,400,5,120,0,0,0,1,0.33,0,0,1,5,1,168,168 ,,
10.1038/s41467-020-19212-y,,,,,Ru,W,Er,Ru0.6W0.2Er0.2,6,2,2,60,20,20,80,720,0,0,0,0,0,400,5,120,0,0,0,1,0.33,0,0,1,5,1,174.0397,174 ,,
10.1038/s41467-019-12886-z,,,,,Ru,None,None,Ru-N-C,1,0,0,100,0,0,25,30,1,0,0,0,0,300,2,120,0,1,0,1,0.0028,0.2772,0,0,5,1,267,267 ,,
10.1021/acsnano.8b04023,,,,,Ir,Ni,None,IrNi,0.032894737,0.012455763,0,72.53445334,27.46554666,0,200,300,0,0,1,0,1,25,0,0,0,0,0,1,0.188461538,0,0,0,5,0,328.53853,329 ,,
10.1021/acsnano.8b04023,,,,,Ir,Ni,None,IrNi2,0.032894737,0.012455763,0,72.53445334,27.46554666,0,190,300,0,0,1,0,1,25,0,0,0,0,0,1,0.188461538,0,0,0,5,0,318.26608,318 ,,
10.1021/acsnano.8b04023,,,,,Ir,Ni,None,IrNi3,0.032894737,0.012455763,0,72.53445334,27.46554666,0,180,300,0,0,1,0,1,25,0,0,0,0,0,1,0.188461538,0,0,0,5,0,315,315 ,,
10.1016/j.elecom.2019.05.018,,,,,Ru,None,None,Ru/C,10,0,0,100,0,0,160,30,1,0,1,0,0,25,0,0,0,0,0,0.1,0.0246,0.112066667,0,0,10,1,223.36784,223 ,,
10.1016/j.elecom.2019.05.018,,,,,Ru,Pt,None,Ru0.9Pt0.1/C,9,1,0,90,10,0,160,30,1,0,1,0,0,25,0,0,0,0,0,0.1,0.0246,0.112066667,0,0,10,1,208,208 ,,
10.1016/j.elecom.2019.05.018,,,,,Ru,Pt,None,Ru0.9Pt0.1O2/C,9,1,0,90,10,0,160,30,1,0,1,0,0,400,,120,0,0,0,0.1,0.0246,0.112066667,0,0,10,1,248,248 ,,
10.1021/acsami.8b14172,,,,,Ti,Ir,None,Ir/TiN-5,1.532258065,0.026041667,0,98.32884097,1.67115903,0,160,180,1,0,1,0,0,25,0,0,0,0,0,1,0.01895,0.36005,1,0,5,0,429,429 ,,
10.1021/acsami.8b14172,,,,,Ti,Ir,None,Ir/TiN-15,1.370967742,0.078125,0,94.60869565,5.391304348,0,160,180,1,0,1,0,0,25,0,0,0,0,0,1,0.05685,0.32215,1,0,5,0,324,324 ,,
10.1021/acsami.8b14172,,,,,Ti,Ir,None,Ir/TiN-30,1.129032258,0.15625,0,87.84313725,12.15686275,0,160,180,1,0,1,0,0,25,0,0,0,0,0,1,0.1137,0.2653,1,0,5,0,293,293 ,,
10.1021/acsami.8b14172,,,,,Ti,Ir,None,Ir/TiN-40,0.967741935,0.208333333,0,82.28571429,17.71428571,0,160,180,1,0,1,0,0,25,0,0,0,0,0,1,0.1516,0.2274,1,0,5,0,284,284 ,,
10.1021/acsami.8b14172,,,,,Ti,Ir,None,Ir/TiN-50,0.806451613,0.260416667,0,75.59055118,24.40944882,0,160,180,1,0,1,0,0,25,0,0,0,0,0,1,0.1895,0.1895,1,0,5,0,274,274 ,,
10.1021/acsami.8b14172,,,,,Ti,Ir,None,Ir/TiN-60,0.64516129,0.3125,0,67.36842105,32.63157895,0,160,180,1,0,1,0,0,25,0,0,0,0,0,1,0.2274,0.1516,1,0,5,0,265,265 ,,
10.1021/acsami.8b14172,,,,,Ti,Ir,None,Ir/TiN-70,0.483870968,0.364583333,0,57.02970297,42.97029703,0,160,180,1,0,1,0,0,25,0,0,0,0,0,1,0.2653,0.1137,1,0,5,0,270,270 ,,
10.1021/acsami.8b14172,,,,,Ti,Ir,None,Ir/TiN-60,0.64516129,0.3125,0,67.36842105,32.63157895,0,160,180,1,0,1,0,0,25,0,0,0,0,0,1,0.1674,0.1116,1,0,5,0,275.05432,275 ,,
10.1021/acsami.8b14172,,,,,Ti,Ir,None,Ir/TiN-60,0.64516129,0.3125,0,67.36842105,32.63157895,0,160,180,1,0,1,0,0,25,0,0,0,0,0,1,0.1074,0.0716,1,0,5,0,285.40423,285 ,,
10.1021/acsami.8b14172,,,,,Ti,Ir,None,Ir/TiN-60,0.64516129,0.3125,0,67.36842105,32.63157895,0,160,180,1,0,1,0,0,25,0,0,0,0,0,1,0.0474,0.0316,1,0,5,0,294.36573,294 ,,
10.1016/j.jechem.2020.02.002,,,,,Ba,Ir,Pr,Ba4Ir3PrO3,4,3,1,50,37.5,12.5,25,,1,0,0,1,0,1150,,1440,0,0,0,0.1,0.562,0,0,0,2,,278,278 ,,
10.1016/j.jechem.2020.02.002,,,,,Ba,Ir,Bi,Ba4Ir3BiO3,4,3,1,50,37.5,12.5,25,,1,0,0,1,0,900,,1440,0,0,0,0.1,0.562,0,0,0,2,,297.45142,297 ,,
10.1016/j.jechem.2020.02.002,,,,,Ba,Ir,Nb,Ba4Ir3NbO3,4,3,1,50,37.5,12.5,25,,1,0,0,1,0,1150,,1440,0,0,0,0.1,0.562,0,0,0,2,,334.03548,334 ,,
10.1038/s41467-021-20956-4,,,,,Ru,Ir,None,RuIr NC,1.84,0.16,0,92,8,0,220,180,1,0,1,0,0,25,0,0,0,0,0,1,0.05,0.2,0,0,5,0,165,165 ,,
10.1038/s41467-021-20956-4,,,,,Ru,Ir,None,RuIr NS,1.84,0.16,0,92,8,0,230,180,1,0,1,0,0,25,0,0,0,0,0,1,0.05,0.2,0,0,5,0,242,242 ,,
10.1038/s41467-021-20956-4,,,,,Ru,Ir,None,RuIr NC,1.84,0.16,0,92,8,0,220,180,1,0,1,0,0,25,0,0,0,0,0,0.1,0.05,0.2,0,0,5,0,170,170 ,,
10.1038/s41467-021-20956-4,,,,,Ru,Ir,None,RuIr NS,1.84,0.16,0,92,8,0,230,180,1,0,1,0,0,25,0,0,0,0,0,0.1,0.05,0.2,0,0,5,0,181,181 ,,
10.1038/s41467-021-20956-4,,,,,Ru,Ir,None,RuIr L,1.84,0.16,0,92,8,0,230,180,1,0,1,0,0,500,,5,0,1,0,1,0.05,0.2,0,0,5,0,284,284 ,,
10.1038/s41467-018-07678-w,,,,,Sr,Ir,None,6H-SrIrO 3,1.321003963,0.165586902,0,88.86129964,11.13870036,0,150,720,1,0,0,0,0,700,1.7,360,0,0,0,1,0.9,0,0,0,0.5,1,248,248 ,,
10.1039/C9CY00302A,,,,,Ir,None,None,IrOx-150,1,0,0,100,0,0,80,300,0,0,1,0,0,150,,60,0,0,0,1,0.0091,0.0182,0,0,5,,250,250 ,,
10.1039/C9CY00302A,,,,,Ir,None,None,IrO2-400,1,0,0,100,0,0,80,300,0,0,1,0,0,400,,60,0,0,0,1,0.0091,0.0182,0,0,5,,290,290 ,,
10.1016/j.apcatb.2011.10.020,,,,,Ru,None,None,RuO2,10,0,0,100,0,0,90,180,1,0,1,0,0,400,30,60,0,0,0,1,0.18,0,0,0,5,,310.05087,310 ,,
10.1016/j.apcatb.2011.10.020,,,,,Ru,Ir,None,Ru0.8Ir0.2O2,8,2,0,80,20,0,90,180,1,0,1,0,0,400,30,60,0,0,0,1,0.18,0,0,0,5,,362.31116,362 ,,
10.1016/j.apcatb.2011.10.020,,,,,Ir,Ru,None,Ir0.8Ru0.2O2,8,2,0,80,20,0,90,180,1,0,1,0,0,400,30,60,0,0,0,1,0.18,0,0,0,5,,398.51496,399 ,,
10.1021/jacs.6b07199,,,,,Sn,Ir,Sb,Ir/ATO,0.490527504,0.104166667,0.042805829,76.94549085,16.33986928,6.714639868,160,30,1,0,0,0,0,250,,120,0,1,0,0.1,0.0102,0.0408,1,0,5,0,435,435 ,,
10.1021/jacs.6b07199,,,,,Ir,None,None,Ir/C,1,0,0,100,0,0,160,30,1,0,0,0,0,250,,120,0,1,0,0.1,0.0102,0.0408,0,0,5,0,454,454 ,,
10.1002/aenm.202001600,,,,,Ir,None,None,IrO2/CC,1,0,0,100,0,0,60,30,0,0,0,0,0,400,,5,0,0,0,1,0.042,0,0,1,5,0,236,236 ,,
10.1002/adma.201805104,,,,,Ir,Pr,None,Pr2Ir2O7,1,1,0,50,50,0,100,,1,0,0,0,0,900,,1440,0,0,0,0.1,0.057,0,0,0,5,1,297.94485,298 ,,
10.1002/adma.201805104,,,,,Ir,Nd,None,Nd2Ir2O7,1,1,0,50,50,0,100,,1,0,0,0,0,900,,1440,0,0,0,0.1,0.057,0,0,0,5,1,325.10231,325 ,,
10.1002/adma.201805104,,,,,Ir,Gd,None,Gd2Ir2O7,1,1,0,50,50,0,100,,1,0,0,0,0,900,,1440,0,0,0,0.1,0.057,0,0,0,5,1,353.61341,354 ,,
10.1002/adma.201805104,,,,,Ir,Tb,None,Tb2Ir2O7,1,1,0,50,50,0,100,,1,0,0,0,0,900,,1440,0,0,0,0.1,0.057,0,0,0,5,1,387.20068,387 ,,
10.1002/adma.201805104,,,,,Ir,Ho,None,Ho2Ir2O7,1,1,0,50,50,0,100,,1,0,0,0,0,900,,1440,0,0,0,0.1,0.057,0,0,0,5,1,408.85897,409 ,,
10.1016/j.cej.2022.135851,,,,,Ir,None,None,IrOx,1,0,0,100,0,0,25,480,1,0,0,0,0,450,1,120,0,0,0,1,0.816,0,0,0,5,,334,334 ,,
10.1016/j.cej.2022.135851,,,,,Ir,Mo,None,IrMoOx-400,1,1,0,50,50,0,25,480,1,0,0,0,0,400,1,120,0,0,0,1,0.816,0,0,0,5,,284.46209,284 ,,
10.1016/j.cej.2022.135851,,,,,Ir,Mo,None,IrMoOx-450,1,1,0,50,50,0,25,480,1,0,0,0,0,450,1,120,0,0,0,1,0.816,0,0,0,5,,266.75136,267 ,,
10.1016/j.cej.2022.135851,,,,,Ir,Mo,None,IrMoOx-500,1,1,0,50,50,0,25,480,1,0,0,0,0,500,1,120,0,0,0,1,0.816,0,0,0,5,,321.08835,321 ,,
10.1016/j.cej.2022.135851,,,,,Ir,Mo,None,Ir2MoOx,2,1,0,66.66666667,33.33333333,0,25,480,1,0,0,0,0,450,1,120,0,0,0,1,0.816,0,0,0,5,,432.22095,432 ,,
10.1016/j.cej.2022.135851,,,,,Ir,Mo,None,IrMo2Ox,1,2,0,33.33333333,66.66666667,0,25,480,1,0,0,0,0,450,1,120,0,0,0,1,0.816,0,0,0,5,,440.19753,440 ,,
10.1002/adma.202110103,,,,,Zr,Ru,Co,Ru/Co-N-C-800 (Ru:Co=1:1),0.236010985,0.000650853,0.000650853,99.45148038,0.274259811,0.274259811,120,1440,0,0,0,0,0,800,5,180,0,1,0,1,0.00204,0.39796,0,0,5,0,232,232 ,,
10.1002/adma.202110103,,,,,Zr,Co,Ru,Ru/Co-N-C-800 (Ru:Co=1:2),0.236010985,0.001301707,0.000650853,99.17947095,0.547019368,0.273509684,120,1440,0,0,0,0,0,800,5,180,0,1,0,1,0.00204,0.39796,0,0,5,0,249,249 ,,
10.1002/adma.202110103,,,,,Zr,Ru,Co,Ru/Co-N-C-800 (Ru:Co=1:0.5),0.236010985,0.000650853,0.000325427,99.58804537,0.27463642,0.13731821,120,1440,0,0,0,0,0,800,5,180,0,1,0,1,0.00204,0.39796,0,0,5,0,241,241 ,,
10.1002/adma.202110103,,,,,Zr,Ru,Co,Ru/Co-N-C-700(Ru:Co=1:1),0.236010985,0.000650853,0.000650853,99.45148038,0.274259811,0.274259811,120,1440,0,0,0,0,0,700,5,180,0,1,0,1,0.00204,0.39796,0,0,5,0,257,257 ,,
10.1002/adma.202110103,,,,,Zr,Ru,Co,Ru/Co-N-C-900(Ru:Co=1:1),0.236010985,0.000650853,0.000650853,99.45148038,0.274259811,0.274259811,120,1440,0,0,0,0,0,900,5,180,0,1,0,1,0.00204,0.39796,0,0,5,0,244,244 ,,
10.1021/acscatal.5b02730,,,,,Ru,None,None,Ru Oxide Nanosheet,1,0,0,100,0,0,180,1080,0,0,1,0,0,400,,60,0,0,0,1,0.101910828,0,0,0,5,0,260,260 ,,
10.1021/acscatal.5b02730,,,,,Ru,None,None,Ru Oxide Powerder,1,0,0,100,0,0,25,60,1,0,1,0,0,500,,60,0,0,1,1,0.101910828,0,0,0,5,0,280,280 ,,
10.1021/acsami.6b10436,,,,,Ru,None,None,1D-RuO2-CNx,1,0,0,100,0,0,120,480,1,1,0,0,0,350,,720,0,0,0,1,0.138857142,0.032571428,0,0,10,1,260,260 ,,
10.1021/acsami.9b16492,,,,,Pd,Ru,None,Pd@Ru-4layers,1,1,0,50,50,0,200,720,0,0,1,0,0,400,,240,0,0,0,0.1,0.04076,0.16304,0,0,10,1,225,225 ,,
10.1021/acsami.9b16492,,,,,Pd,Ru,None,Pd@Ru-2layers,2,1,0,66.66666667,33.33333333,0,200,720,0,0,1,0,0,400,,240,0,0,0,0.1,0.04076,0.16304,0,0,10,1,284,284 ,,
10.1021/acsami.9b16492,,,,,Pd,Ru,None,PdO@RuO2-4layers,1,1,0,50,50,0,200,720,0,0,1,0,0,400,,240,0,0,0,0.1,0.008152,0.195648,0,0,10,1,258.38,258 ,,
10.1021/acsami.9b16492,,,,,Pd,Ru,None,PdO@RuO2-2layers,2,1,0,66.66666667,33.33333333,0,200,720,0,0,1,0,0,400,,240,0,0,0,0.1,0.008152,0.195648,0,0,10,1,286.63,287 ,,
10.1038/s41929-019-0246-2,,,,,Cu,Pt,Ru,Cu@Ru1–PtCu3,71.4,25.2,3.4,71.4,25.2,3.4,200,720,1,0,1,0,1,400,,720,0,1,0,0.1,0.054944205,0.128203145,0,0,10,1,280,280 ,,
10.1038/s41929-019-0246-2,,,,,Cu,Pt,Ru,Ru1–PtCu,48.1,46.3,5.6,48.1,46.3,5.6,200,720,1,0,1,0,1,400,,720,0,1,0,0.1,0.043018388,0.100376238,0,0,10,1,250,250 ,,
10.1038/s41929-019-0246-2,,,,,Pt,Cu,Ru,Ru1–Pt3Cu,68.7,23.1,8.2,68.7,23.1,8.2,200,720,1,0,1,0,1,400,,720,0,1,0,0.1,0.036404192,0.084943115,0,0,10,1,220,220 ,,
10.1016/j.ijhydene.2014.07.170,,,,,Ru,Ir,None,Ru0.9Ir0.1O2,9,1,0,90,10,0,25,240,1,0,0,0,0,400,2,60,0,0,0,1,0.38,0,0,1,5,,270,270 ,,
10.1021/acsami.9b11287,,,,,Sr,Ir,None, 6H-SrIrO 3,1.321003963,0.165586902,0,88.86129964,11.13870036,0,150,720,1,0,0,0,0,500,1.7,180,0,0,0,0.1,0.45,0,0,0,1,1,252,252 ,,
10.1021/acsami.9b11287,,,,,Sr,Ir,Co,Co:Ir =0.1:1,1.321003963,0.165586902,0.01655869,87.88240387,11.01599648,1.101599648,150,720,1,0,0,0,0,500,1.7,180,0,0,0,0.1,0.45,0,0,0,1,1,237.71261,238 ,,
10.1021/acsami.9b11287,,,,,Sr,Ir,Co,Co:Ir =0.15:1,1.321003963,0.165586902,0.024838035,87.40099932,10.95565276,1.643347914,150,720,1,0,0,0,0,500,1.7,180,0,0,0,0.1,0.45,0,0,0,1,1,247.25092,247 ,,
