DOI,,,,,Metal_1,Metal_2,Metal_3,Sample Name,Metal_1_Amount,Metal_2_Amount,Metal_3_Amount,Metal_1_Proportion,Metal_2_Proportion,Metal_3_Proportion,Hydrothermal Temp degree,Hydrothermal Time min,Hydrothermal Strring,Strong Reductant in liquid,Weak Reductant in liquid,Mixed in solid or liquired,Acid wash or not,Annealing Temp degree,Annealing Rising Rtae degree min-1,Annealing Time min,Annealing Stirring,Annealing Inert,Annealing Reductive,Proton Concentration M,Catalyst_Loading mg cm -2,Support Material Loading mg cm -2,support not carbon,Glassy Carbon_0/Carbon Paper_1,Scanning Speed mV s-1,O2 saturated/1 for yes,Overpotential mV @10 mA cm-2 (raw),Overpotential mV @10 mA cm-2,,
10.1016/j.nanoen.2018.11.023,,,,,Ag,Ir,None,Ir6Ag9 NTs/C,0.025164769,0.016745931,0,60.04378186,39.95621814,0,200,300,1,0,1,0,1,300,,120,0,0,0,1,0.03378,0.13512,0,0,5,0,285,285 ,,
10.1016/j.nanoen.2018.11.023,,,,,Ag,Ir,None,Ir3Ag9 NTs/C,0.050329539,0.016745931,0,75.03419522,24.96580478,0,200,300,1,0,1,0,1,300,,120,0,0,0,1,0.05427,0.21708,0,0,5,0,302,302 ,,
10.1016/j.nanoen.2018.11.023,,,,,Ag,Ir,None,Ir6Ag9 NTs/C,0.025164769,0.016745931,0,60.04378186,39.95621814,0,200,300,1,0,1,0,1,300,,120,0,0,0,0.1,0.03378,0.13512,0,0,5,0,296,296 ,,
10.1016/j.nanoen.2018.11.023,,,,,Ag,Ir,None,Ir3Ag9 NTs/C,0.050329539,0.016745931,0,75.03419522,24.96580478,0,200,300,1,0,1,0,1,300,,120,0,0,0,0.1,0.05427,0.21708,0,0,5,0,325,325 ,,
10.3390/polym11040629,,,,,Ir,None,None,3-DOM IrO2,10,0,0,100,0,0,70,180,0,0,0,0,0,450,5,240,0,0,0,1,0.106,0,0,0,5,0,303,303 ,,
10.1016/j.ijhydene.2018.08.034,,,,,Ir,None,None,IrO 2 /CNT,1,0,0,100,0,0,120,240,1,0,0,0,0,120,,240,0,0,0,0.2,0.088666667,1.824,0,0,5,0,270,270 ,,
10.1007/s12678-016-0348-4,,,,,K,Ir,None,IrO2 nanosheet,4,1,0,80,20,0,25,,1,0,0,1,1,780,,60,0,1,0,0.1,0.00598,0,0,0,10,0,420,420 ,,
10.1002/chem.201905063,,,,,Ir,Ru,Mn,IrRuMn/C,0.025108805,0.0078125,0.005925341,64.63570916,20.11113159,15.25315925,200,360,0,0,1,0,0,25,0,0,0,0,0,0.1,0.5,0.1,0,0,5,1,260,260 ,,
10.1039/C5TA05384F,,,,,Cu,Ir,None,Cu1.11Ir NCs,2,2,0,50,50,0,250,120,1,0,1,0,0,25,0,0,0,0,0,0.1,0.050955414,0,0,0,5,0,287.57889,288 ,,
10.1039/C5TA05384F,,,,,Ir,Cu,None,Cu0.95Ir NCs,5,4,0,55.55555556,44.44444444,0,250,120,1,0,1,0,0,25,0,0,0,0,0,0.1,0.050955414,0,0,0,5,0,291.89266,292 ,,
10.1039/C5TA05384F,,,,,Cu,Ir,None,Cu1.41Ir NCs,3,2,0,60,40,0,250,120,1,0,1,0,0,25,0,0,0,0,0,0.1,0.050955414,0,0,0,5,0,294.69078,295 ,,
10.1021/acssuschemeng.7b01628,,,,,Ni,Ir,None,Ni2.76Ir NCs,3,2,0,60,40,0,250,120,1,0,1,0,0,25,0,0,0,0,0,0.1,0.050955414,0,0,0,5,0,313.2515,313 ,,
10.1021/acssuschemeng.7b01628,,,,,Ni,Ir,None,Ni2.53Ir NCs,2,2,0,50,50,0,250,120,1,0,1,0,0,25,0,0,0,0,0,0.1,0.050955414,0,0,0,5,0,301.99671,302 ,,
10.1021/acssuschemeng.7b01628,,,,,Ir,Ni,None,Ni1.43Ir NCs,3,2,0,60,40,0,250,120,1,0,1,0,0,25,0,0,0,0,0,0.1,0.050955414,0,0,0,5,0,308.91989,309 ,,
10.1021/acssuschemeng.7b01628,,,,,Ir,Ni,None,Ni0.93Ir NCs,2,1,0,66.66666667,33.33333333,0,250,120,1,0,1,0,0,25,0,0,0,0,0,0.1,0.050955414,0,0,0,5,0,311.62252,312 ,,
10.1016/j.colsurfa.2018.10.009,,,,,Ru,None,None,RuO2 NR,0.02,0,0,100,0,0,150,360,1,0,0,0,0,550,,600,0,0,0,1,0.357,0,0,0,5,0,278,278 ,,
10.1021/jacs.0c01135,,,,,Ru,Y,Fe,Ru2Y1.8Fe0.2O7-,2,1.8,0.2,50,45,5,80,30,1,0,0,0,0,1000,3,360,0,0,0,2,0.0125,0,0,0,1,1,410.89383,411 ,,
10.1021/jacs.0c01135,,,,,Ru,Y,None,Ru2Y2FeO7-,2,2,0,50,50,0,80,30,1,0,0,0,0,1000,3,360,0,0,0,2,0.0125,0,0,0,1,1,361.81993,362 ,,
10.1021/jacs.0c01135,,,,,Ru,Y,Cu,Ru2Y1.8Cu0.2O7-,2,1.8,0.2,50,45,5,80,30,1,0,0,0,0,1000,3,360,0,0,0,2,0.0125,0,0,0,1,1,360.44188,360 ,,
10.1016/j.jcat.2021.12.009,,,,,Mn,None,None,R20-Mn,1,0,0,100,0,0,25,,1,0,0,1,0,400,400,20,0,0,0,1,1,0,0,1,5,,215.84746,216 ,,
10.1016/j.jcat.2021.12.009,,,,,Mn,None,None,R40-Mn,1,0,0,100,0,0,25,,1,0,0,1,0,400,400,40,0,0,0,1,1,0,0,1,5,,453.17688,453 ,,
10.1016/j.jcat.2021.12.009,,,,,Mn,None,None,S20-Mn,1,0,0,100,0,0,25,,1,0,0,1,0,400,5,20,0,0,0,1,1,0,0,1,5,,569.32505,569 ,,
10.1007/s10853-015-8863-x,,,,,Ir,None,None,3-DOM IrO2,1,0,0,100,0,0,25,,1,0,0,0,1,450,3,60,0,0,0,1,0.102,0,0,0,5,1,312.07849,312 ,,
10.1007/s10853-015-8863-x,,,,,Ir,None,None,3-DOM IrO2,1,0,0,100,0,0,25,,1,0,0,0,1,500,3,60,0,0,0,1,0.102,0,0,0,5,1,366.99725,367 ,,
10.1007/s10853-015-8863-x,,,,,Ir,None,None,3-DOM IrO2,1,0,0,100,0,0,25,,1,0,0,0,1,600,3,60,0,0,0,1,0.102,0,0,0,5,1,428.43984,428 ,,
10.1007/s10853-015-8863-x,,,,,Ir,None,None,3-DOM IrO2,1,0,0,100,0,0,25,,1,0,0,0,1,700,3,60,0,0,0,1,0.102,0,0,0,5,1,459.04251,459 ,,
10.1016/j.matchar.2021.111201,,,,,Ru,None,None,Ru/RuO2-PRS,0.05,0,0,100,0,0,80,180,1,0,0,0,0,500,,120,0,0,0,1,0.7,0,0,0,5,1,200,200 ,,
10.1016/j.matchar.2021.111201,,,,,Ru,None,None,RuO2-PP,0.05,0,0,100,0,0,80,180,1,0,0,0,0,800,,240,0,0,0,1,0.7,0,0,0,5,1,310,310 ,,
10.1016/j.matchar.2021.111201,,,,,Ru,None,None,RuO2-NPs,0.05,0,0,100,0,0,160,600,0,0,0,0,0,25,0,0,0,0,0,1,0.7,0,0,0,5,1,276,276 ,,
10.1016/j.electacta.2019.04.017,,,,,Ir,Pr,None,Pt/IrOx,90,10,0,90,10,0,180,1440,0,0,1,0,0,25,0,0,0,0,0,1,0.463414634,0,0,0,5,1,288,288 ,,
10.1016/j.electacta.2019.04.017,,,,,Ir,Pr,None,Pt/IrOx,70,30,0,70,30,0,180,1440,0,0,1,0,0,25,0,0,0,0,0,1,0.422222222,0,0,0,5,1,304,304 ,,
10.1016/j.electacta.2019.04.017,,,,,Ir,Pr,None,Pt/IrOx,49,51,0,49,51,0,180,1440,0,0,1,0,0,25,0,0,0,0,0,1,0.413043478,0,0,0,5,1,313,313 ,,
10.1038/s41467-021-24181-x,,,,,Ir,Mo,None,Mo/Ir,0.9,0.1,0,90,10,0,25,40,1,0,0,0,0,400,2,15,0,0,0,0.1,0.081528662,0.163057325,0,0,10,0,284,284 ,,
10.1038/s41467-021-24181-x,,,,,Ir,Mo,None,Mo/Ir,0.9,0.1,0,90,10,0,25,40,1,0,0,0,0,450,2,15,0,0,0,0.1,0.081528662,0.163057325,0,0,10,0,260,260 ,,
10.1038/s41467-021-24181-x,,,,,Ir,Mo,None,Mo/Ir,0.7,0.3,0,70,30,0,25,40,1,0,0,0,0,450,2,15,0,0,0,0.1,0.081528662,0.163057325,0,0,10,0,275,275 ,,
10.1038/s41467-021-24181-x,,,,,Ir,Mo,None,Mo/Ir,0.7,0.3,0,70,30,0,25,40,1,0,0,0,0,500,2,15,0,0,0,0.1,0.081528662,0.163057325,0,0,10,0,275,275 ,,
10.1038/s41467-021-24181-x,,,,,Ir,Mo,None,Mo/Ir,0.7,0.3,0,70,30,0,25,40,1,0,0,0,0,550,2,15,0,0,0,0.1,0.081528662,0.163057325,0,0,10,0,287,287 ,,
10.1038/s41467-021-24181-x,,,,,Ir,Mo,None,Mo/Ir,0.5,0.5,0,50,50,0,25,40,1,0,0,0,0,500,2,15,0,0,0,0.1,0.081528662,0.163057325,0,0,10,0,291,291 ,,
10.1038/s41467-021-24181-x,,,,,Ir,Mo,None,Mo/Ir,0.5,0.5,0,50,50,0,25,40,1,0,0,0,0,550,2,15,0,0,0,0.1,0.081528662,0.163057325,0,0,10,0,276,276 ,,
10.1038/s41467-021-24181-x,,,,,Ir,Mo,None,Mo/Ir,0.5,0.5,0,50,50,0,25,40,1,0,0,0,0,600,2,15,0,0,0,0.1,0.081528662,0.163057325,0,0,10,0,286,286 ,,
10.1016/j.ijhydene.2019.12.186,,,,,Ir,None,None,3D-IrO2/N@C-200,1,0,0,100,0,0,25,2880,1,0,0,0,0,200,,180,0,0,0,1,0.14,0.035,0,1,10,0,411.11629,411 ,,
10.1016/j.ijhydene.2019.12.186,,,,,Ir,None,None,3D-IrO2/N@C-300,1,0,0,100,0,0,25,2880,1,0,0,0,0,300,,180,0,0,0,1,0.14,0.035,0,1,10,0,304.8084,305 ,,
10.1016/j.ijhydene.2019.12.186,,,,,Ir,None,None,3D-IrO2/N@C-400,1,0,0,100,0,0,25,2880,1,0,0,0,0,400,,180,0,0,0,1,0.14,0.035,0,1,10,0,285.39565,285 ,,
10.1016/j.ijhydene.2019.12.186,,,,,Ir,None,None,3D-IrO2/N@C-500,1,0,0,100,0,0,25,2880,1,0,0,0,0,500,,180,0,0,0,1,0.14,0.035,0,1,10,0,297.41306,297 ,,
10.1016/j.ijhydene.2019.12.186,,,,,Ir,None,None,3D-IrO2/N@C-600,1,0,0,100,0,0,25,2880,1,0,0,0,0,600,,180,0,0,0,1,0.14,0.035,0,1,10,0,582.31823,582 ,,
10.1038/s41467-019-12885-0,,,,,Zn,Ir,Ru,RuIrZnOx,0.001721052,0.0000725,0.0000625,92.72649795,3.906139992,3.367362062,80,120,0,0,0,0,0,350,,120,0,0,0,1,0.1167,0.4668,0,0,5,0,233,233 ,,
10.1039/C2JM16506F,,,,,Ir,None,None,3-DOM IrO2,0.03,0,0,100,0,0,25,30,0,0,0,0,0,450,1,60,0,0,0,1,0.0595,0,0,0,5,1,330,330 ,,
10.1007/s11708-021-0811-7,,,,,Ti,Ir,None,IrOx/Ti4O7,6.540378863,1.216116505,0,84.32131463,15.67868537,0,60,720,1,1,0,0,0,25,0,0,0,0,0,1,0.079617834,0.318471338,0,0,3,0,293,293 ,,
10.1039/C9TA00598F,,,,,Ru,Co,None,Co-doped RuO2 NWs,0.048209034,0.042381142,0,53.21662487,46.78337513,0,190,240,1,0,1,0,0,200,,30,0,0,0,1,0.203821656,0.815286624,0,0,5,,198.79061,199 ,,
10.1039/C9TA00598F,,,,,Ru,Fe,None,Fe-doped RuO2 NWs,0.048209034,0.014156285,0,77.30102973,22.69897027,0,190,240,1,0,1,0,0,200,,30,0,0,0,1,0.203821656,0.815286624,0,0,5,,228.50162,229 ,,
10.1039/C9TA00598F,,,,,Ru,Ni,None,Ni-doped RuO2 NWs,0.048209034,0.008037293,0,85.71054608,14.28945392,0,190,240,1,0,1,0,0,200,,30,0,0,0,1,0.203821656,0.815286624,0,0,5,,216.03033,216 ,,
10.1039/C9TA00598F,,,,,Ru,Co,None,Co-doped RuO2 NWs,0.048209034,0.042381142,0,53.21662487,46.78337513,0,190,240,1,0,1,0,0,200,,30,0,0,0,0.1,0.203821656,0.815286624,0,0,5,,209.30561,209 ,,
10.1039/C9TA00598F,,,,,Ru,Fe,None,Fe-doped RuO2 NWs,0.048209034,0.014156285,0,77.30102973,22.69897027,0,190,240,1,0,1,0,0,200,,30,0,0,0,0.1,0.203821656,0.815286624,0,0,5,,239.01663,239 ,,
10.1039/C9TA00598F,,,,,Ru,Ni,None,Ni-doped RuO2 NWs,0.048209034,0.008037293,0,85.71054608,14.28945392,0,190,240,1,0,1,0,0,200,,30,0,0,0,0.1,0.203821656,0.815286624,0,0,5,,223.85545,224 ,,
10.1016/j.jpowsour.2013.10.088,,,,,Ir,Sn,None,S100-Ir0.6Sn0.4O2,0.6,0.4,0,60,40,0,60,30,1,1,0,0,0,400,,120,0,0,0,1,0.994718394,0,0,0,2,0,233,233 ,,
10.1021/acs.chemmater.9b02892,,,,,Pt,Co,None,Pt79Co21 NWs/C,0.025425884,0.014034694,0,64.43363296,35.56636704,0,220,600,0,0,1,0,0,220,,60,0,0,0,0.1,0.008331738,0.033326951,0,0,5,1,570.87003,571 ,,
10.1021/acs.chemmater.9b02892,,,,,Pt,Co,Ir,Pt65Co27/Ir8 FBNWs/C,0.025425884,0.014034694,0.008171103,53.38019452,29.46504029,17.15476519,220,600,0,0,1,0,0,220,,60,0,0,0,0.1,0.009840897,0.03936359,0,0,5,1,336.45729,336 ,,
10.1021/acs.chemmater.9b02892,,,,,Pt,Ir,Co,Pt62Co23/Ir15 FBNWs/C,0.025425884,0.014034694,0.016342206,45.56382699,25.15052652,29.28564649,220,600,0,0,1,0,0,220,,60,0,0,0,0.1,0.010420927,0.04168371,0,0,5,1,308.86624,309 ,,
10.1021/acs.chemmater.9b02892,,,,,Ir,Pt,Co,Pt50Co24/Ir26 FBNWs/C,0.032684412,0.025425884,0.014034694,45.30378628,35.24275759,19.45345613,220,600,0,0,1,0,0,220,,60,0,0,0,0.1,0.013955583,0.055822333,0,0,5,1,312.76014,313 ,,
10.1002/smll.202002888,,,,,Ti,Ru,None,Ru-SA/Ti3C2Tx,0.005138746,4.82093E-06,0,99.9062727,0.093727303,0,0,60,1,1,0,0,0,25,0,0,0,0,0,0.1,0.611464968,0,0,0,10,1,290,290 ,,
10.1016/j.apcatb.2020.118643,,,,,Ir,La,Pt,Pt0.1La0.1-IrO2@NC,0.010754717,0.001223192,0.001067863,82.43833712,9.376154773,8.185508106,60,720,1,0,0,0,0,900,5,180,0,1,0,1,0.0275,0.5225,0,1,5,1,206.20625,206 ,,
10.1016/j.apcatb.2020.118643,,,,,Ir,La,Pt,Pt0.15La0.1-IrO2@NC,0.010754717,0.001223192,0.001601794,79.19699875,9.007499954,11.7955013,60,720,1,0,0,0,0,900,5,180,0,1,0,1,0.0275,0.5225,0,1,5,1,208.9488,209 ,,
10.1016/j.apcatb.2020.118643,,,,,Ir,La,None,La0.05-IrO2@NC,0.010754717,0.000533931,0,95.27019249,4.729807515,0,60,720,1,0,0,0,0,900,5,180,0,1,0,1,0.0275,0.5225,0,1,5,1,260.47978,260 ,,
10.1016/j.apcatb.2020.118643,,,,,Ir,La,None,La0.1-IrO2@NC,0.010754717,0.001067863,0,90.9676001,9.0323999,0,60,720,1,0,0,0,0,900,5,180,0,1,0,1,0.0275,0.5225,0,1,5,1,220.20767,220 ,,
10.1016/j.apcatb.2020.118643,,,,,Ir,La,None,La0.15-IrO2@NC,0.010754717,0.001601794,0,87.03684227,12.96315773,0,60,720,1,0,0,0,0,900,5,180,0,1,0,1,0.0275,0.5225,0,1,5,1,226.99186,227 ,,
10.1021/acscatal.2c00859,,,,,Ir,Pd,Pt,Pd44Pt30It26 ASNSs,0.098493056,0.026260504,0.025425884,65.5835803,17.48608432,16.93033539,180,120,1,0,1,0,0,25,0,0,0,0,0,1,0.021862608,0.065587824,0,0,5,0,275,275 ,,
10.1002/aenm.201901313,,,,,Ru,None,None,UfD-RuO2/CC-0,0.005333333,0,0,100,0,0,25,0.083333333,1,0,0,0,1,350,10,80,0,0,0,1,0.52,0,0,1,5,,254.50691,255 ,,
10.1002/aenm.201901313,,,,,Ru,Zn,None,UfD-RuO2/CC-0.1,0.005333333,0.000733751,0,87.90603473,12.09396527,0,25,0.083333333,1,0,0,0,1,350,10,80,0,0,0,1,0.52,0,0,1,5,,212.83853,213 ,,
10.1002/aenm.201901313,,,,,Ru,Zn,None,UfD-RuO2/CC-0.2,0.005333333,0.001467502,0,78.42173708,21.57826292,0,25,0.083333333,1,0,0,0,1,350,10,80,0,0,0,1,0.52,0,0,1,5,,188.58088,189 ,,
10.1002/aenm.201901313,,,,,Ru,Zn,None,UfD-RuO2/CC-0.4,0.005333333,0.002935004,0,64.5030906,35.4969094,0,25,0.083333333,1,0,0,0,1,350,10,80,0,0,0,1,0.52,0,0,1,5,,178.70175,179 ,,
10.1002/aenm.201901313,,,,,Ru,Zn,None,UfD-RuO2/CC-0.4,0.005333333,0.002935004,0,64.5030906,35.4969094,0,25,0.083333333,1,0,0,0,1,350,10,80,0,0,0,0.1,0.52,0,0,1,5,,205.16266,205 ,,
10.1002/aenm.201901313,,,,,Ru,Zn,None,UfD-RuO2/CC-0.4,0.005333333,0.002935004,0,64.5030906,35.4969094,0,25,0.083333333,1,0,0,0,1,350,10,80,0,0,0,6,0.52,0,0,1,5,,200.14326,200 ,,
10.1016/j.mtener.2018.09.002,,,,,Ir,C,None,IrO2@CNT-0.5,1,0,0,100,0,0,25,30,1,0,0,0,0,400,,120,0,0,1,1,0.004,0.796,0,0,5,1,314.19605,314 ,,
10.1016/j.mtener.2018.09.002,,,,,Ir,C,None,IrO2@CNT-1,1,0,0,100,0,0,25,30,1,0,0,0,0,400,,120,0,0,1,1,0.008,0.792,0,0,5,1,306.46388,306 ,,
10.1016/j.mtener.2018.09.002,,,,,Ir,C,None,IrO2@CNT-1.5,1,0,0,100,0,0,25,30,1,0,0,0,0,400,,120,0,0,1,1,0.012,0.788,0,0,5,1,285.06904,285 ,,
10.1016/j.mtener.2018.09.002,,,,,Ir,C,None,IrO2@CNT-2,1,0,0,100,0,0,25,30,1,0,0,0,0,400,,120,0,0,1,1,0.016,0.784,0,0,5,1,272.53241,273 ,,
10.1039/D0TA07093A,,,,,Ir,None,None,H-Ti@IrOx,0.300087079,0,0,100,0,0,25,30,1,0,0,0,0,400,,30,0,0,0,1,0.13,0,0,1,5,0,305.98939,306 ,,
10.1039/D0TA07093A,,,,,Ir,None,None,H-Ti@IrOx,0.300087079,0,0,100,0,0,25,30,1,0,0,0,0,400,,30,0,0,0,1,0.25,0,0,1,5,0,281.23231,281 ,,
10.1039/D0TA07093A,,,,,Ir,None,None,H-Ti@IrOx,0.300087079,0,0,100,0,0,25,30,1,0,0,0,0,400,,30,0,0,0,1,0.35,0,0,1,5,0,277.10613,277 ,,
10.1039/D0TA07093A,,,,,Ir,None,None,H-Ti@IrOx,0.300087079,0,0,100,0,0,25,30,1,0,0,0,0,400,,30,0,0,0,1,0.6,0,0,1,5,0,271.26909,271 ,,
10.1039/D0TA07093A,,,,,Ir,None,None,H-Ti@IrOx,0.300087079,0,0,100,0,0,25,30,1,0,0,0,0,400,,30,0,0,0,0.1,0.25,0,0,1,5,0,304,304 ,,
10.1039/D0TA07093A,,,,,Ir,None,None,H-Ti@IrOx,0.300087079,0,0,100,0,0,25,30,1,0,0,0,0,400,,30,0,0,0,1,0.25,0,0,1,5,0,299.02136,299 ,,
10.1039/D0TA07093A,,,,,Ir,None,None,H-Ti@IrOx,0.300087079,0,0,100,0,0,25,30,1,0,0,0,0,400,,30,0,0,0,1,0.25,0,0,1,5,0,300.16693,300 ,,
10.1039/C8QI00082D,,,,,Ir,None,None,Ir NPs,1,0,0,100,0,0,320,120,1,0,1,0,0,25,0,0,0,0,0,0.5,0.105,0.42,0,0,5,0,290,290 ,,
10.1016/j.cej.2020.128155,,,,,Ru,None,None,RuO2@NPC,1,0,0,100,0,0,25,120,1,0,0,0,0,350,,120,0,0,0,1,0.5,0,0,1,5,,209,209 ,,
10.1016/j.cej.2020.128155,,,,,Ru,Sn,None,Sn-RuO2@NPC,1,0.05,0,95.23809524,4.761904762,0,25,120,1,0,0,0,0,350,,120,0,0,0,1,0.5,0,0,1,5,,228,228 ,,
10.1016/j.cej.2020.128155,,,,,Ru,Sn,None,Sn-RuO2@NPC,1,0.1,0,90.90909091,9.090909091,0,25,120,1,0,0,0,0,350,,120,0,0,0,1,0.5,0,0,1,5,,178,178 ,,
10.1016/j.cej.2020.128155,,,,,Ru,Sn,None,Sn-RuO2@NPC,1,0.2,0,83.33333333,16.66666667,0,25,120,1,0,0,0,0,350,,120,0,0,0,1,0.5,0,0,1,5,,198,198 ,,
10.1039/C7NR09377B,,,,,Ir,None,None,Ir nanowires,1,0,0,100,0,0,25,120,1,0,1,0,0,25,0,0,0,0,0,0.1,0.0306,0.1224,0,0,5,0,270,270 ,,
10.1002/adfm.201704796,,,,,Ir,None,None,IrO2 NN-L-350,1,0,0,100,0,0,80,60,1,0,0,0,0,350,,30,0,0,0,1,0.25,0,0,0,10,,304.44551,304 ,,
10.1002/adfm.201704796,,,,,Ir,None,None,IrO2 NN-L-450,1,0,0,100,0,0,80,60,1,0,0,0,0,450,,30,0,0,0,1,0.25,0,0,0,10,,313.99429,314 ,,
10.1002/adfm.201704796,,,,,Ir,None,None,IrO2 NN-L-550,1,0,0,100,0,0,80,60,1,0,0,0,0,550,,30,0,0,0,1,0.25,0,0,0,10,,324.95462,325 ,,
10.1002/adfm.201704796,,,,,Ir,None,None,IrO2 NN-L-650,1,0,0,100,0,0,80,60,1,0,0,0,0,650,,30,0,0,0,1,0.25,0,0,0,10,,340.56479,341 ,,
10.1021/acs.nanolett.6b01554,,,,,Ir,None,None,surface-clean 3D Ir,0.025108805,0,0,100,0,0,160,300,1,0,0,0,0,25,0,0,0,0,0,1,0.0115,0.0115,0,0,1,0,240,240 ,,
10.1039/D1EE03687D,,,,,Zn,Ir,None,d-ZnIr(OH)6 NSs/C,0.05,0.047977422,0,51.03216515,48.96783485,0,25,720,0,0,0,0,0,200,,60,0,0,1,1,0.095541401,0.159235669,0,0,5,,252,252 ,,
10.1039/D1EE03687D,,,,,Zn,Ir,None,ZnIrOx NSs/C,0.05,0.047977422,0,51.03216515,48.96783485,0,25,720,0,0,0,0,0,200,,60,0,1,0,1,0.095541401,0.159235669,0,0,5,,247.66225,248 ,,
10.1039/D1EE03687D,,,,,Zn,Ir,None,Ir/ZnO NSs/C,0.05,0.047977422,0,51.03216515,48.96783485,0,25,720,0,0,0,0,0,300,,60,0,0,1,1,0.095541401,0.159235669,0,0,5,,262.76661,263 ,,
10.1039/D0TA03213A,,,,,Ru,Rh,None,RuRh@(RuRh)O2,0.225235794,0.024985633,0,90.01459085,9.985409148,0,180,140,1,0,1,0,0,286,,120,0,0,0,0.1,0.0204,0.0816,0,0,10,1,245,245 ,,
10.1039/D0NR06601J,,,,,Co,Ir,None,IrCo hollow nanospheres,0.200738718,0.064304374,0,75.73814378,24.26185622,0,25,2,1,1,0,0,1,25,0,0,0,0,0,1,0.05,0.05,0,0,5,1,284,284 ,,
10.1039/D0NR06601J,,,,,Co,Ir,None,IrCo nanospheres,0.200738718,0.064304374,0,75.73814378,24.26185622,0,25,2,1,1,0,0,0,25,0,0,0,0,0,1,0.05,0.05,0,0,5,1,314,314 ,,
10.1039/D0NR06601J,,,,,Co,Ir,None,IrCo hollow nanospheres,0.200738718,0.064304374,0,75.73814378,24.26185622,0,25,2,1,1,0,0,1,25,0,0,0,0,0,1,0.01625,0.01625,0,0,5,1,324.33594,324 ,,
10.1039/D0NR06601J,,,,,Co,Ir,None,IrCo hollow nanospheres,0.200738718,0.064304374,0,75.73814378,24.26185622,0,25,2,1,1,0,0,1,25,0,0,0,0,0,1,0.0325,0.0325,0,0,5,1,284.39114,284 ,,
10.1039/D0NR06601J,,,,,Co,Ir,None,IrCo hollow nanospheres,0.200738718,0.064304374,0,75.73814378,24.26185622,0,25,2,1,1,0,0,1,25,0,0,0,0,0,1,0.065,0.065,0,0,5,1,254.67744,255 ,,
10.1002/ange.201406668,,,,,Ru,Ce,None,(Na0.33Ce0.67)2Ru2O7,1,0.67,0,59.88023952,40.11976048,0,225,7200,0,1,0,0,0,25,0,0,0,0,0,1,0.5,0,0,1,10,,214,214 ,,
10.1002/ange.201406668,,,,,Ce,Ir,Ru,(Na0.33Ce0.67)2(Ir0.5Ru0.5)2O7,0.67,0.5,0.5,40.11976048,29.94011976,29.94011976,225,7200,0,1,0,0,0,25,0,0,0,0,0,1,0.5,0,0,1,10,,252,252 ,,
10.1002/ange.201406668,,,,,Ir,Ce,None,(Na0.33Ce0.67)2Ir2O7,1,0.67,0,59.88023952,40.11976048,0,240,7200,0,1,0,0,0,25,0,0,0,0,0,1,0.5,0,0,1,10,,278,278 ,,
10.1021/acssuschemeng.7b04266,,,,,Mo,Ir,None,IM-20,80,20,0,80,20,0,180,720,0,0,0,0,0,450,,360,0,0,0,0.1,0.2,0,0,1,10,,410.32249,410 ,,
10.1021/acssuschemeng.7b04266,,,,,Mo,Ir,None,IM-30,70,30,0,70,30,0,180,720,0,0,0,0,0,450,,360,0,0,0,0.1,0.2,0,0,1,10,,346.88427,347 ,,
10.1021/acssuschemeng.7b04266,,,,,Mo,Ir,None,IM-40,60,40,0,60,40,0,180,720,0,0,0,0,0,450,,360,0,0,0,0.1,0.2,0,0,1,10,,424.92124,425 ,,
10.1021/acsaem.1c03358,,,,,W,Ir,None,IrW/WO 3 -NS-A-1.5,0.535326087,0.0078125,0,98.561601,1.438398999,0,25,,1,0,0,0,0,900,,180,0,1,0,1,5.2,0,0,1,5,,279.62977,280 ,,
10.1021/acsaem.1c03358,,,,,W,Ir,None,IrW/WO 3 -NS-A -3.1,0.526630435,0.016145833,0,97.02532438,2.974675623,0,25,,1,0,0,0,0,900,,180,0,1,0,1,5.2,0,0,1,5,,236.64807,237 ,,
10.1021/acsaem.1c03358,,,,,W,Ir,None,IrW/WO 3 -NS-A -6.25,0.50951087,0.032552083,0,93.99477807,6.005221932,0,25,,1,0,0,0,0,900,,180,0,1,0,1,5.2,0,0,1,5,,196.71754,197 ,,
10.1021/acsaem.1c03358,,,,,W,Ir,None,IrW/WO 3 -NS-A -12.5,0.475543478,0.065104167,0,87.95811518,12.04188482,0,25,,1,0,0,0,0,900,,180,0,1,0,1,5.2,0,0,1,5,,216.35116,216 ,,
10.1021/acsami.8b11970,,,,,Ir,None,None,ir/gC 3 N 4 /NG-4.8,1,0,0,100,0,0,200,720,0,0,0,0,0,25,0,0,0,0,0,1,0.0054314,0.107722772,1,0,5,1,296.92626,297 ,,
10.1021/acsami.8b11970,,,,,Ir,None,None,ir/gC 3 N 4 /NG-5.9,1,0,0,100,0,0,200,720,0,0,0,0,0,25,0,0,0,0,0,1,0.006676096,0.106478076,1,0,5,1,286.24048,286 ,,
10.1021/acsami.8b11970,,,,,Ir,None,None,ir/gC 3 N 4 /NG-8.1,1,0,0,100,0,0,200,720,0,0,0,0,0,25,0,0,0,0,0,1,0.009165488,0.103988685,1,0,5,1,278.98942,279 ,,
10.1021/acsami.8b11970,,,,,Ir,None,None,ir/NG-5/7,1,0,0,100,0,0,200,720,0,0,0,0,0,25,0,0,0,0,0,1,0.006449788,0.106704385,0,0,5,1,328.43838,328 ,,
